precinct_key,district,district_geoid,district_name,intersect_area_m2,precinct_area_m2,area_weight,district_num,district_code,district_label,district_type,target_year,plan_id,plan_label,block_count,precinct_block_total,vap_count,precinct_vap_total,weight_source
BRUNSWICK - CB01,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),170,171,2372,2372,vap
BRUNSWICK - CB02,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),449,450,7377,7377,vap
BRUNSWICK - CB03,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),104,104,2662,2662,vap
BRUNSWICK - CB04,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),264,266,4353,4353,vap
BRUNSWICK - CB05,19,37019,State House District 19,,,0.7536632568426873,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),95,119,2726,3617,vap
BRUNSWICK - CB05,17,37017,State House District 17,,,0.2463367431573127,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),24,119,891,3617,vap
BRUNSWICK - CB06,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),237,238,4365,4365,vap
BRUNSWICK - NB01,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),125,125,2112,2112,vap
BRUNSWICK - NB02,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),210,210,7219,7219,vap
BRUNSWICK - NB03,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),211,211,4662,4662,vap
BRUNSWICK - NB04,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),109,109,6646,6646,vap
BRUNSWICK - NB05,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),102,102,4028,4028,vap
BRUNSWICK - NB06,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),81,81,4003,4003,vap
BRUNSWICK - NB07,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),169,169,7565,7565,vap
BRUNSWICK - SB01,19,37019,State House District 19,,,0.8322324966974901,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),118,140,1890,2271,vap
BRUNSWICK - SB01,17,37017,State House District 17,,,0.16776750330250992,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),22,140,381,2271,vap
BRUNSWICK - SB02,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),309,309,5140,5140,vap
BRUNSWICK - SB03,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),125,125,6975,6975,vap
BRUNSWICK - SB04,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),286,286,3561,3561,vap
BRUNSWICK - SB05,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),137,137,3400,3400,vap
BRUNSWICK - SB06,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),155,155,3153,3153,vap
BRUNSWICK - SB07,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),209,209,3042,3042,vap
BRUNSWICK - SB08,19,37019,State House District 19,,,1.0,19,019,HD-019,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),122,122,2141,2141,vap
BRUNSWICK - WB01,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),145,145,2282,2282,vap
BRUNSWICK - WB02,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),92,92,4960,4960,vap
BRUNSWICK - WB03,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),55,55,1471,1471,vap
BRUNSWICK - WB04,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),191,191,6650,6650,vap
BRUNSWICK - WB05,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),180,180,4136,4136,vap
BRUNSWICK - WB06,17,37017,State House District 17,,,1.0,17,017,HD-017,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),280,280,6443,6443,vap
BUNCOMBE - 01.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),81,81,2752,2752,vap
BUNCOMBE - 02.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),98,98,3339,3339,vap
BUNCOMBE - 03.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),61,61,2409,2409,vap
BUNCOMBE - 04.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),34,34,1402,1402,vap
BUNCOMBE - 05.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),81,81,2478,2478,vap
BUNCOMBE - 06.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),35,35,1499,1499,vap
BUNCOMBE - 07.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),57,57,1875,1875,vap
BUNCOMBE - 08.2,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),57,57,3451,3451,vap
BUNCOMBE - 08.3,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),87,87,3164,3164,vap
BUNCOMBE - 09.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),82,82,4654,4654,vap
BUNCOMBE - 10.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),56,56,1643,1643,vap
BUNCOMBE - 11.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),47,47,1785,1785,vap
BUNCOMBE - 12.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),59,59,2337,2337,vap
BUNCOMBE - 13.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),55,55,2650,2650,vap
BUNCOMBE - 14.2,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),82,82,2644,2644,vap
BUNCOMBE - 14.3,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),19,19,1841,1841,vap
BUNCOMBE - 15.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),38,38,2146,2146,vap
BUNCOMBE - 16.2,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),66,66,3174,3174,vap
BUNCOMBE - 17.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),53,53,1622,1622,vap
BUNCOMBE - 18.2,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),86,86,5601,5601,vap
BUNCOMBE - 19.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),21,21,2209,2209,vap
BUNCOMBE - 20.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),26,26,1069,1069,vap
BUNCOMBE - 21.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),41,41,3061,3061,vap
BUNCOMBE - 22.2,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),59,59,2273,2273,vap
BUNCOMBE - 23.2,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),22,22,574,574,vap
BUNCOMBE - 23.3,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),17,17,805,805,vap
BUNCOMBE - 24.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),95,95,2810,2810,vap
BUNCOMBE - 25.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),46,46,2737,2737,vap
BUNCOMBE - 26.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),47,47,2240,2240,vap
BUNCOMBE - 27.2,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),32,32,830,830,vap
BUNCOMBE - 28.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),41,41,3257,3257,vap
BUNCOMBE - 29.2,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),37,37,3465,3465,vap
BUNCOMBE - 30.2,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),30,30,3442,3442,vap
BUNCOMBE - 30.3,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),56,56,3365,3365,vap
BUNCOMBE - 31.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),58,58,1150,1150,vap
BUNCOMBE - 32.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),76,76,2811,2811,vap
BUNCOMBE - 33.2,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),58,58,1402,1402,vap
BUNCOMBE - 33.3,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),62,62,2201,2201,vap
BUNCOMBE - 34.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),51,51,1173,1173,vap
BUNCOMBE - 35.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),52,52,2119,2119,vap
BUNCOMBE - 36.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),86,86,2634,2634,vap
BUNCOMBE - 37.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),82,82,1637,1637,vap
BUNCOMBE - 38.2,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),37,37,1872,1872,vap
BUNCOMBE - 38.3,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),55,55,3509,3509,vap
BUNCOMBE - 39.2,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),41,41,1691,1691,vap
BUNCOMBE - 39.3,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),48,48,2737,2737,vap
BUNCOMBE - 40.2,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),80,80,4154,4154,vap
BUNCOMBE - 41.1,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),86,86,3929,3929,vap
BUNCOMBE - 42.1,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),61,61,3137,3137,vap
BUNCOMBE - 43.2,116,37116,State House District 116,,,1.0,116,116,HD-116,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),33,33,2232,2232,vap
BUNCOMBE - 44.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),132,132,6208,6208,vap
BUNCOMBE - 45.1,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),85,85,4792,4792,vap
BUNCOMBE - 46.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),45,45,1679,1679,vap
BUNCOMBE - 47.1,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),101,101,4911,4911,vap
BUNCOMBE - 48.1,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),90,90,4780,4780,vap
BUNCOMBE - 49.1,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),76,76,4984,4984,vap
BUNCOMBE - 50.1,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),54,54,1699,1699,vap
BUNCOMBE - 51.2,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),62,62,2252,2252,vap
BUNCOMBE - 52.1,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),69,69,4661,4661,vap
BUNCOMBE - 53.1,115,37115,State House District 115,,,1.0,115,115,HD-115,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),67,67,3568,3568,vap
BUNCOMBE - 54.2,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),173,173,5417,5417,vap
BUNCOMBE - 55.1,114,37114,State House District 114,,,1.0,114,114,HD-114,state_house,2024,sl_2023_149,SL 2023-149 House Lines (block-weighted December 2025 precinct basis),40,40,3039,3039,vap
